TensorBoard is not installed; continuing without tensorboard logging.
Using cpu device
========================================================================
  Shepherding RL v3 – Recurrent PPO
  Run name         : recurrent_seed0
  Seed             : 0
  Scenario         : train
  Parallel envs    : 12
  Total timesteps  : 1,000,000
========================================================================
---------------------------------
| curriculum/        |          |
|    stage           | 0        |
| time/              |          |
|    fps             | 1627     |
|    iterations      | 1        |
|    time_elapsed    | 1        |
|    total_timesteps | 3072     |
---------------------------------
----------------------------------------
| curriculum/             |            |
|    stage                | 0          |
| time/                   |            |
|    fps                  | 175        |
|    iterations           | 2          |
|    time_elapsed         | 35         |
|    total_timesteps      | 6144       |
| train/                  |            |
|    approx_kl            | 0.00862122 |
|    clip_fraction        | 0.0465     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.84      |
|    explained_variance   | 0.0453     |
|    learning_rate        | 0.0003     |
|    loss                 | 0.335      |
|    n_updates            | 10         |
|    policy_gradient_loss | -0.00538   |
|    std                  | 1          |
|    value_loss           | 0.93       |
----------------------------------------
-----------------------------------------
| curriculum/             |             |
|    stage                | 0           |
| rollout/                |             |
|    ep_len_mean          | 700         |
|    ep_rew_mean          | 538         |
| time/                   |             |
|    fps                  | 236         |
|    iterations           | 3           |
|    time_elapsed         | 38          |
|    total_timesteps      | 9216        |
| train/                  |             |
|    approx_kl            | 0.013797838 |
|    clip_fraction        | 0.129       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.84       |
|    explained_variance   | 0.524       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00717    |
|    n_updates            | 20          |
|    policy_gradient_loss | -0.0166     |
|    std                  | 0.999       |
|    value_loss           | 0.0793      |
-----------------------------------------
[Step    12288] SR=0.000 | FracGoal=0.000 | Ret=537.61 | Vis=0.38 | Prog=0.002 | CollEvt=35.17 | Stage=0.00
-------------------------------------------
| curriculum/               |             |
|    stage                  | 0           |
| research/                 |             |
|    collision_count        | 76.8        |
|    collision_event_count  | 35.2        |
|    curriculum_stage       | 0           |
|    episode_length         | 700         |
|    episode_return         | 538         |
|    fraction_at_goal       | 0           |
|    reward_collision       | -0.0118     |
|    reward_progress        | 0.00187     |
|    reward_zero_visibility | -0.112      |
|    stray_count            | 0           |
|    success_rate           | 0           |
|    visibility_ratio       | 0.379       |
| rollout/                  |             |
|    ep_len_mean            | 700         |
|    ep_rew_mean            | 538         |
| time/                     |             |
|    fps                    | 191         |
|    iterations             | 4           |
|    time_elapsed           | 64          |
|    total_timesteps        | 12288       |
| train/                    |             |
|    approx_kl              | 0.017983288 |
|    clip_fraction          | 0.171       |
|    clip_range             | 0.2         |
|    entropy_loss           | -2.83       |
|    explained_variance     | 0.854       |
|    learning_rate          | 0.0003      |
|    loss                   | -0.03       |
|    n_updates              | 30          |
|    policy_gradient_loss   | -0.0213     |
|    std                    | 0.996       |
|    value_loss             | 0.0644      |
-------------------------------------------
-----------------------------------------
| curriculum/             |             |
|    stage                | 0           |
| rollout/                |             |
|    ep_len_mean          | 700         |
|    ep_rew_mean          | 538         |
| time/                   |             |
|    fps                  | 225         |
|    iterations           | 5           |
|    time_elapsed         | 68          |
|    total_timesteps      | 15360       |
| train/                  |             |
|    approx_kl            | 0.016433256 |
|    clip_fraction        | 0.174       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.83       |
|    explained_variance   | 0.602       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0216     |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.0201     |
|    std                  | 0.992       |
|    value_loss           | 0.0675      |
-----------------------------------------
[Step    18432] SR=0.040 | FracGoal=0.092 | Ret=611.51 | Vis=0.42 | Prog=0.022 | CollEvt=40.48 | Stage=0.00
-------------------------------------------
| curriculum/               |             |
|    stage                  | 0           |
| research/                 |             |
|    collision_count        | 85.8        |
|    collision_event_count  | 40.5        |
|    curriculum_stage       | 0           |
|    episode_length         | 675         |
|    episode_return         | 612         |
|    fraction_at_goal       | 0.092       |
|    reward_collision       | -0.0137     |
|    reward_progress        | 0.0217      |
|    reward_zero_visibility | -0.0975     |
|    stray_count            | 0           |
|    success_rate           | 0.04        |
|    visibility_ratio       | 0.415       |
| rollout/                  |             |
|    ep_len_mean            | 675         |
|    ep_rew_mean            | 612         |
| time/                     |             |
|    fps                    | 255         |
|    iterations             | 6           |
|    time_elapsed           | 72          |
|    total_timesteps        | 18432       |
| train/                    |             |
|    approx_kl              | 0.017262382 |
|    clip_fraction          | 0.188       |
|    clip_range             | 0.2         |
|    entropy_loss           | -2.82       |
|    explained_variance     | 0.663       |
|    learning_rate          | 0.0003      |
|    loss                   | -0.0324     |
|    n_updates              | 50          |
|    policy_gradient_loss   | -0.0199     |
|    std                    | 0.986       |
|    value_loss             | 0.0538      |
-------------------------------------------
-----------------------------------------
| curriculum/             |             |
|    stage                | 0           |
| rollout/                |             |
|    ep_len_mean          | 675         |
|    ep_rew_mean          | 612         |
| time/                   |             |
|    fps                  | 237         |
|    iterations           | 7           |
|    time_elapsed         | 90          |
|    total_timesteps      | 21504       |
| train/                  |             |
|    approx_kl            | 0.023078695 |
|    clip_fraction        | 0.186       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.82       |
|    explained_variance   | 0.827       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0395     |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.0219     |
|    std                  | 0.992       |
|    value_loss           | 0.0478      |
-----------------------------------------
[Step    24576] SR=0.040 | FracGoal=0.092 | Ret=611.51 | Vis=0.42 | Prog=0.022 | CollEvt=40.48 | Stage=0.00
-------------------------------------------
| curriculum/               |             |
|    stage                  | 0           |
| research/                 |             |
|    collision_count        | 85.8        |
|    collision_event_count  | 40.5        |
|    curriculum_stage       | 0           |
|    episode_length         | 675         |
|    episode_return         | 612         |
|    fraction_at_goal       | 0.092       |
|    reward_collision       | -0.0137     |
|    reward_progress        | 0.0217      |
|    reward_zero_visibility | -0.0975     |
|    stray_count            | 0           |
|    success_rate           | 0.04        |
|    visibility_ratio       | 0.415       |
| rollout/                  |             |
|    ep_len_mean            | 675         |
|    ep_rew_mean            | 612         |
| time/                     |             |
|    fps                    | 259         |
|    iterations             | 8           |
|    time_elapsed           | 94          |
|    total_timesteps        | 24576       |
| train/                    |             |
|    approx_kl              | 0.015182504 |
|    clip_fraction          | 0.205       |
|    clip_range             | 0.2         |
|    entropy_loss           | -2.82       |
|    explained_variance     | 0.836       |
|    learning_rate          | 0.0003      |
|    loss                   | -0.0246     |
|    n_updates              | 70          |
|    policy_gradient_loss   | -0.0226     |
|    std                    | 0.99        |
|    value_loss             | 0.0275      |
-------------------------------------------
[validation @ 25,008] SR=0.000 | FracGoal=0.000 | MeanDist=9.09 | best=0.000
-----------------------------------------
| curriculum/             |             |
