TensorBoard is not installed; continuing without tensorboard logging.
Using cpu device
========================================================================
  Shepherding RL v3 – Recurrent PPO
  Run name         : recurrent_seed0
  Seed             : 0
  Scenario         : train
  Parallel envs    : 12
  Total timesteps  : 1,000,000
========================================================================
---------------------------------
| curriculum/        |          |
|    stage           | 0        |
| time/              |          |
|    fps             | 853      |
|    iterations      | 1        |
|    time_elapsed    | 3        |
|    total_timesteps | 3072     |
---------------------------------
----------------------------------------
| curriculum/             |            |
|    stage                | 0          |
| time/                   |            |
|    fps                  | 167        |
|    iterations           | 2          |
|    time_elapsed         | 36         |
|    total_timesteps      | 6144       |
| train/                  |            |
|    approx_kl            | 0.00862122 |
|    clip_fraction        | 0.0465     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.84      |
|    explained_variance   | 0.0453     |
|    learning_rate        | 0.0003     |
|    loss                 | 0.335      |
|    n_updates            | 10         |
|    policy_gradient_loss | -0.00538   |
|    std                  | 1          |
|    value_loss           | 0.93       |
----------------------------------------
-----------------------------------------
| curriculum/             |             |
|    stage                | 0           |
| rollout/                |             |
|    ep_len_mean          | 700         |
|    ep_rew_mean          | 538         |
| time/                   |             |
|    fps                  | 229         |
|    iterations           | 3           |
|    time_elapsed         | 40          |
|    total_timesteps      | 9216        |
| train/                  |             |
|    approx_kl            | 0.013797838 |
|    clip_fraction        | 0.129       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.84       |
|    explained_variance   | 0.524       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00717    |
|    n_updates            | 20          |
|    policy_gradient_loss | -0.0166     |
|    std                  | 0.999       |
|    value_loss           | 0.0793      |
-----------------------------------------
[Step    12288] SR=0.000 | FracGoal=0.000 | Ret=537.61 | Vis=0.38 | Prog=0.002 | CollEvt=35.17 | Stage=0.00
-------------------------------------------
| curriculum/               |             |
|    stage                  | 0           |
| research/                 |             |
|    collision_count        | 76.8        |
|    collision_event_count  | 35.2        |
|    curriculum_stage       | 0           |
|    episode_length         | 700         |
|    episode_return         | 538         |
|    fraction_at_goal       | 0           |
|    reward_collision       | -0.0118     |
|    reward_progress        | 0.00187     |
|    reward_zero_visibility | -0.112      |
|    stray_count            | 0           |
|    success_rate           | 0           |
|    visibility_ratio       | 0.379       |
| rollout/                  |             |
|    ep_len_mean            | 700         |
|    ep_rew_mean            | 538         |
| time/                     |             |
|    fps                    | 196         |
|    iterations             | 4           |
|    time_elapsed           | 62          |
|    total_timesteps        | 12288       |
| train/                    |             |
|    approx_kl              | 0.013672078 |
|    clip_fraction          | 0.163       |
|    clip_range             | 0.2         |
|    entropy_loss           | -2.84       |
|    explained_variance     | 0.812       |
|    learning_rate          | 0.0003      |
|    loss                   | -0.0263     |
|    n_updates              | 30          |
|    policy_gradient_loss   | -0.0199     |
|    std                    | 1           |
|    value_loss             | 0.0742      |
-------------------------------------------
-----------------------------------------
| curriculum/             |             |
|    stage                | 0           |
| rollout/                |             |
|    ep_len_mean          | 700         |
|    ep_rew_mean          | 538         |
| time/                   |             |
|    fps                  | 231         |
|    iterations           | 5           |
|    time_elapsed         | 66          |
|    total_timesteps      | 15360       |
| train/                  |             |
|    approx_kl            | 0.020307524 |
|    clip_fraction        | 0.189       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.84       |
|    explained_variance   | 0.805       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0236     |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.0239     |
|    std                  | 1           |
|    value_loss           | 0.054       |
-----------------------------------------
[Step    18432] SR=0.000 | FracGoal=0.000 | Ret=618.40 | Vis=0.41 | Prog=0.013 | CollEvt=44.21 | Stage=0.00
-------------------------------------------
| curriculum/               |             |
|    stage                  | 0           |
| research/                 |             |
|    collision_count        | 95.8        |
|    collision_event_count  | 44.2        |
|    curriculum_stage       | 0           |
|    episode_length         | 700         |
|    episode_return         | 618         |
|    fraction_at_goal       | 0           |
|    reward_collision       | -0.0148     |
|    reward_progress        | 0.0128      |
|    reward_zero_visibility | -0.102      |
|    stray_count            | 0           |
|    success_rate           | 0           |
|    visibility_ratio       | 0.41        |
| rollout/                  |             |
|    ep_len_mean            | 700         |
|    ep_rew_mean            | 618         |
| time/                     |             |
|    fps                    | 263         |
|    iterations             | 6           |
|    time_elapsed           | 69          |
|    total_timesteps        | 18432       |
| train/                    |             |
|    approx_kl              | 0.021428106 |
|    clip_fraction          | 0.204       |
|    clip_range             | 0.2         |
|    entropy_loss           | -2.83       |
|    explained_variance     | 0.79        |
|    learning_rate          | 0.0003      |
|    loss                   | -0.0495     |
|    n_updates              | 50          |
|    policy_gradient_loss   | -0.0251     |
|    std                    | 0.993       |
|    value_loss             | 0.0575      |
-------------------------------------------
-----------------------------------------
| curriculum/             |             |
|    stage                | 0           |
| rollout/                |             |
|    ep_len_mean          | 700         |
|    ep_rew_mean          | 618         |
| time/                   |             |
|    fps                  | 244         |
|    iterations           | 7           |
|    time_elapsed         | 88          |
|    total_timesteps      | 21504       |
| train/                  |             |
|    approx_kl            | 0.018894559 |
|    clip_fraction        | 0.193       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.83       |
|    explained_variance   | 0.793       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0457     |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.0232     |
|    std                  | 0.995       |
|    value_loss           | 0.0407      |
-----------------------------------------
[Step    24576] SR=0.040 | FracGoal=0.040 | Ret=618.79 | Vis=0.41 | Prog=0.015 | CollEvt=43.44 | Stage=0.00
-------------------------------------------
| curriculum/               |             |
|    stage                  | 0           |
| research/                 |             |
|    collision_count        | 94.4        |
|    collision_event_count  | 43.4        |
|    curriculum_stage       | 0           |
|    episode_length         | 689         |
|    episode_return         | 619         |
|    fraction_at_goal       | 0.04        |
|    reward_collision       | -0.0148     |
|    reward_progress        | 0.0148      |
|    reward_zero_visibility | -0.0997     |
|    stray_count            | 0           |
|    success_rate           | 0.04        |
|    visibility_ratio       | 0.412       |
| rollout/                  |             |
|    ep_len_mean            | 689         |
|    ep_rew_mean            | 619         |
| time/                     |             |
|    fps                    | 267         |
|    iterations             | 8           |
|    time_elapsed           | 92          |
|    total_timesteps        | 24576       |
| train/                    |             |
|    approx_kl              | 0.018031202 |
|    clip_fraction          | 0.217       |
|    clip_range             | 0.2         |
|    entropy_loss           | -2.83       |
|    explained_variance     | 0.71        |
|    learning_rate          | 0.0003      |
|    loss                   | -0.0327     |
|    n_updates              | 70          |
|    policy_gradient_loss   | -0.0228     |
|    std                    | 0.991       |
|    value_loss             | 0.0307      |
-------------------------------------------
[validation @ 25,008] SR=0.083 | FracGoal=0.206 | MeanDist=6.63 | best=0.206
-----------------------------------------
| curriculum/             |             |
|    stage                | 0           |
